"","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
"24",43051.26,43203.69,44659.26,46910.58,48680.41,49805.06,50879.54,52535.58,54785.12,56203.42,56651.99,57027.57,57679.27,58453.82,59128.59,60031.35,61306.68,62580.75,62570.83,61320.09,60121.24,58667.63,58128.41,60340.83,63057.81,63471.67,62571.96,62957.22,65616.02,68307.81,69604.73,70126.48,69368.8,68323.94,67218.03,65216.1,63848.62,63600.57,64634.19,67314.58,69858.19,71305.41,72607.07,74535.68,78164.45,81881.8,85424.35,91425.09,97274.62,106580.85,117757.6,118749.05,115667.76,116321.15,117214.52,117997.68,118679.9,119275.81,121779.12,125234.92,128217.24,131229.97,133640.31,136179.62,139189.6,140535.85,140130.2,138446.89,135984.6,134521.96,134568.57,136175.3,139137.89,144064.79,149006.52,148671.92,143989.63,139183.18,135187.06,131997.88,130496.55,131114.07,133296.85,137084.71,142067.57,147629.7,153714.31,160110.43,165630.42,167985.99,168397.7
"25",43652.66,43201.24,43704.26,45411.09,47986.9,49880.73,51005.3,51827.77,52933.28,54733.9,55978.39,56477.77,56953.03,57604.53,58353.99,59029.14,59981.72,61332.04,62605.82,62520.51,61068.81,59569.9,57917.35,57378.9,59766.88,62734.22,63523.96,63502.36,65288.64,68741.35,71155.58,71751.52,71397.63,70446.16,70077.33,69191.81,66562.5,64723.63,64778.32,66235.06,68586.08,70556.98,72183.33,73983.57,76164.29,79808.87,83456.64,87067.93,93123.15,99940.86,110038.77,119725.24,119503.35,116342.37,116527.18,117300.48,118504.65,119592.65,120383.64,123031.39,126714.06,129396.07,131774.76,134027.81,136891.4,140197.12,141491.27,141172.96,139595.76,136730.31,134768.72,134512.9,136066.18,139127.53,143971.24,148778.82,148225.94,143443.96,138721.25,134697.26,131964.99,131423.96,132582.12,134802.39,138787.28,144580.29,151534.9,159062.98,165151.6,168360.97,169541.76
"26",44330.11,43849.2,43801.71,44455.13,46261.23,48836.98,50781,51778.97,52175.69,52882.07,54508.79,55804.02,56403.1,56877.86,57504.27,58279.26,59029.41,60031.78,61382.09,62605.23,62319.31,60592.72,58944.7,57317.72,56954.87,59567.98,62835.85,64428.88,65783.82,68414.4,71588.61,73227.04,72947.66,72450.19,72249.89,72150.81,70638.16,67512.06,65875.59,66228.84,67382.43,69285.41,71434.4,73459.18,75467.48,77701.45,81300.78,85143.37,88883.82,95517.68,102827.03,111754.28,120509.06,120339.88,116886.46,117011.06,118247.53,119543.92,120645.85,121801.6,124713.95,128173.42,130158.07,132283.36,134948.36,138161.04,141559.09,142770.48,142379.21,140540.22,137071.3,134686.09,134332.74,136187.36,139453.76,144163.25,148695.61,147808.4,142996.38,138287.33,134590.86,132794.05,132679.91,133818.64,136335.09,141054.94,147972.44,156160.68,163457.41,167460.78,169669.93
"27",45056.95,44400.08,44224.71,44377.63,45205.57,47111.56,49787.41,51554.23,52076.89,52099.68,52656.63,54309.19,55654.03,56253.07,56752.92,57429.56,58279.6,59079.46,60056.49,61306.47,62354.19,61893.64,60067.38,58419.71,56893.37,56731.15,59669.79,63665.09,66585.59,68834.62,71161.1,73535.49,74348.42,73899.82,74053.41,74098.7,73447.51,71462.6,68488.91,67176.47,67326.27,68005.97,69962.08,72460.48,74684.46,76785.02,79086.52,82901.99,86953.9,91394.54,98294.15,104232.43,112421.4,121411.72,121017.71,117468.84,118046.79,119528.56,120614.65,121999.63,123477.37,125926.94,128881.19,130718.31,133127.98,136284.85,139815.66,143285.78,144204.85,143374.82,141156.96,137384.27,134723.26,134433.61,136614.04,139918.6,144247.95,148453.46,147468.95,142726.27,138549.73,135643.25,134149.81,133951.36,135221.47,138412.02,144200.1,152220.78,160343.88,166008.04,169082.64
"28",45916.02,45173.22,44875.78,44850.31,45128.22,46005.55,47911.7,50411.03,51777.7,51925.78,51799.74,52432.3,54159.23,55504,56128.35,56653.03,57354.98,58280.13,59154.63,60106.06,61205.32,62027.99,61393.15,59567.93,58070.92,56744.29,56832.35,60424.09,65671.44,69436.42,71381.43,72857.48,74407.29,75075.38,75177.59,75527.6,75146.34,74172.25,72313.66,69564.55,68074.43,67825.22,68582.76,70913.35,73662.99,75937.14,77955.91,80400.6,84451.76,89383.21,94376.51,99790.53,104657.42,113175.48,122077.38,121439.28,118140.89,119144.04,120893.4,122103.6,123506.83,124461.46,126335.36,129464.94,131699.44,134165.22,137503.95,141671.77,145226.19,145410.11,144029.49,141686.51,137808.87,135169.23,135027.48,137208.44,140310.83,144526.92,148732.54,147630.95,143031.12,139455.66,137014.84,135619.24,135505.44,137280.81,141446.36,148225.93,156208.21,162985.3,167886.24
"29",46369.7,45999.23,45548.37,45351.36,45475.99,45878.62,46856.07,48609.97,50659.08,51626.16,51625.78,51575.28,52282.23,53984.02,55304.04,55928.46,56528.76,57380.43,58354.91,59154.12,60005.66,60954.35,61602.4,60943.53,59218.31,57821.35,56695.59,57436.59,62255.35,68347.39,71883.67,73002.51,73679.87,75108.93,76202.14,76426.54,76400.17,75695.77,74823.56,73189.39,70312.92,68548.77,68401.56,69383.02,71867.71,74680.95,76887.58,79079.68,81787.9,86252.29,91348.48,95504.71,100244.1,105107.61,113595.87,122499.96,122033.59,118873.75,120158.96,122453.04,123783.77,124644.54,124833.28,126535.97,130297,132903.51,135253.74,138833.57,143571.01,146962.87,146453.5,144680.9,142108.06,138300.35,135880.99,135698.76,137681.5,140789.96,145258.33,149547.4,148558.22,144341.22,140998.77,138610.73,137367.64,137673.16,140211.55,145281.02,152132.84,159053.3,165253.82
"30",46351.22,46426.3,46349.37,46023.76,45926.31,46075.76,46478.4,47304.6,48733.42,50507.98,51375.94,51400.62,51375.11,52107.29,53858.79,55203.75,55853.48,56503.58,57380.11,58329.44,59053.28,59754.43,60528.71,61127.42,60569.01,59019.06,57822.04,57198.71,59042.1,64731.52,70669.76,73404.44,73724.61,74230.91,76060.81,77326.36,77199.34,76874.92,76296.86,75649.03,73887.57,70737.17,69024.71,69026.68,70126.86,72702.62,75505.06,77864.48,80273.36,84180.22,89532.02,93003.86,95913.8,100645.97,105221.56,113539.67,122571.5,122398.61,119531.17,121474.72,124261.44,125050.14,125072.86,124865.28,126933.76,131346.58,134131.68,136485.57,140228.78,145146,148351.14,147325.86,145206.38,142753.84,139224.8,136762.28,136349.61,138289.82,141582.35,146206.1,150739.08,150168.08,146085.69,142659.94,140431.02,139671.83,140610.6,143802.73,148872.46,154892.02,161498.52
"31",46379.63,46402.77,46751.45,46699.28,46348.56,46226.29,46426.17,46802.73,47403.42,48607.68,50307.96,51175.88,51175.45,51150.27,51932.51,53708.83,55104.21,55828.43,56503.58,57354.92,58228.96,58802.45,59354.09,60129.05,60827.8,60369.56,58969.94,58199.83,58402.9,60968.96,66730.19,72116.49,74126.81,74225.41,75057.79,77060.43,78024.45,77598.68,77376.06,77022.46,76272.55,74261.9,71138,69575.34,69752.82,71052.27,73679.21,76512.26,78972.91,82110.85,86519.74,90705.72,93236.85,96240.16,100709.17,104874.96,113203.39,122534.81,122811.87,120538.71,122872.06,125302.4,125420.73,125202.07,125114.26,127455.9,132254.51,135367.25,137640.35,141138.9,145932.93,148818.5,147623,145833.41,143702.3,140182.82,137541.42,137043.81,139036.44,142451.93,147234.87,151932.35,151508.73,147492.63,144278.15,142499.84,142256.46,143654.27,146780,151163.97,156950.59
"32",46282.46,46400.93,46703.27,47151.94,47124.2,46773.76,46701.53,46774.96,46876.88,47277.81,48382.71,50108.22,51051.25,51075.5,51050.41,51832.7,53634.38,55054.24,55803.69,56503.66,57279.26,58003.19,58477.29,59029.22,59854.31,60628.59,60320.39,59372.82,59378.3,60078.53,62643.46,68078.42,72863.53,74602.69,74977.24,75982.71,77809.41,78548.77,78124.61,78026.42,77520.85,76497.14,74588.4,71738.85,70404.73,70705.47,71968.35,74650.7,77588.88,80734.37,84434.19,87812.29,90957.05,93398,96288.42,100692.88,104951.24,113123.36,122501.55,123436.01,121835.55,124113.51,125804.85,125495.69,125452.1,125817.63,128641.17,133573.62,136611.3,138505,141462.78,145962.53,148663.7,147799.03,146504.55,144490.15,140877.25,138194.59,137800.69,139900.46,143505,148422.01,153097.67,152825.87,149022.38,146071.57,144743.64,144991.67,146346.21,148806.12,152969.97
"33",45260.23,46303.79,46726.58,47128.61,47576.76,47524.22,47173.78,47000.73,46874.15,46750.7,47002.6,48158.2,49983.57,50925.97,50925.56,50900.3,51707.67,53584.6,55054.36,55753.23,56328.01,56978.84,57678.34,58227.7,58829.32,59654.6,60554.56,60798.95,60701.4,61077.93,61526.9,63666.57,68651.36,73339.6,75378.92,75876.71,76631.06,78183.62,78924.45,78650.35,78500.53,77820.43,76898.32,75188.88,72470.29,71226.67,71480.71,72810.96,75694.3,78970.31,82156.14,85152.81,88109.01,91186.47,93319.51,96049.81,100651.43,105000.35,112970.88,122650.07,124341.52,122948.79,124737.72,125928.36,125661.76,126148.7,127154.64,130272.69,134987.38,137542.38,139147.89,141901.77,145923.36,148638.43,148376.1,147360.77,145118.42,141464.16,138995.05,138714.9,140874.9,144610.56,149441.05,154067.74,154148.71,150735.52,148158.65,147152.28,147220.07,148039.3,150402.87
"34",43817.57,45308.89,46628.9,47076.64,47478.75,47926.81,47849.04,47347.81,46924.82,46598.57,46426.02,46778.24,48033.4,49858.44,50776.16,50775.54,50775.57,51658.19,53584.66,55029.1,55652.9,56127.66,56728.82,57453.63,58027.71,58654.68,59630.63,61057.84,62203.16,62601.46,62625.12,62424.51,64115.51,69077.56,74015.71,76128.79,76450.86,77055.86,78634.19,79424.49,79024.3,78725.42,78146.53,77398.88,75816.26,73236.54,71994.61,72240.01,73715.82,76939.85,80437.04,83071.89,85495.51,88436.61,91229.37,92919.81,95666.91,100599.01,105131.52,113175.79,123375.25,125506.94,123741.65,125058.69,126224.91,126184.33,127118.4,128743.18,131968.93,136085.39,138220.38,139766.95,142215.78,146026.39,148980.67,148989.42,147938.29,145671.15,142183.94,139906.9,139738.51,141924.5,145677.51,150533.79,155281.38,155765.94,152830.49,150565.55,149378.58,148831.58,149597.04
"35",42720.42,43831.93,45558.27,46903.63,47376.07,47778.07,48251.37,48072.44,47295.91,46673.81,46272.89,46125.98,46578.18,47857.72,49683.17,50625.53,50625.09,50675.47,51658.2,53583.81,54877.8,55351.95,55777.16,56403.7,57178.6,57853.05,58680.2,60183.56,62562.1,64252.7,64247.76,63521.9,62747.26,64341.09,69654.06,74790.07,76701.74,76800,77405.79,79008.48,79647.93,79123.79,78950.98,78571.76,77990.48,76568.08,74017.82,72745.14,73041.42,75629.55,79920.3,82282.42,83610,85750.25,88450.65,91091.11,92800.83,95523.78,100589.4,105445.46,113979.74,124669.33,126444.85,124137.72,125488.77,126849.04,127080.99,128329.22,130218.48,133263.79,136894.17,138824.42,140255.98,142644.14,146371.74,149294.21,149452.14,148576.96,146450.44,143145.59,141023.61,140813.05,142919.34,146794.27,151770.55,156705.66,157703.93,155152.46,152710.59,151002.09,150283.96
"36",41614.21,42704.92,44082.36,45833.07,47103.24,47551.25,47978.11,48325.38,47896.41,46970.79,46323.85,45973.31,45926.45,46402.93,47683.02,49507.89,50425.59,50500.67,50625.47,51557.78,53408.6,54652.63,55076.8,55477.24,56128.93,57004.2,57879.13,59183.22,61562.94,64562.99,66025.08,65319.68,63969.79,63022.88,64867.52,70354.07,75364.09,77101.49,77175.17,77805.83,79282.42,79772.77,79375.02,79426.81,79168.16,78687.03,77354.89,74883.43,73630.52,74519.96,77595.38,81062.16,82872.81,84119.64,85824.96,88401.26,91152.21,92724.38,95261.57,100685.55,106376.37,115440.21,125889.9,127121.68,124676.56,126300.94,127969,128329.83,129579.04,131422.88,134184.13,137365.48,139069.93,140700.12,143322.92,146934.72,149690.74,150000.94,149354.05,147370.89,144130.67,141923.84,141670.69,143912.64,148104.23,153545.76,158868.67,159983.39,157149.73,154219.98,152414.48
"37",39920.39,41631.95,42980.13,44357.16,46032.75,47253.17,47701.23,48052.47,48224.57,47620.84,46620.87,46024.27,45748.56,45751.58,46278.17,47557.73,49357.95,50300.74,50400.68,50525.49,51432.62,53208.16,54402.62,54852.11,55277.23,55979.49,57005.14,58332.1,60512.63,63488.59,66260.51,67072.2,65767.67,64169.89,63348.91,65367.98,70828.88,75713.75,77426.77,77575.6,78129.85,79406.88,79923.67,79700.74,79927.88,79745.26,79237.6,78052.11,75759.16,74592.79,75218.38,77706.7,81253.78,83478.8,84412.89,85500.78,88034.77,91111.64,92686.46,95189.23,100914.48,107047.06,116418.17,126734.38,127700.88,125249.5,127164.9,129243.84,129517.44,130332.74,132001.26,134556.62,137410.61,139311.25,141360.73,144046.07,147399.74,150094.54,150639.4,150187.61,148184.16,144879.53,142743.08,142599.3,144944.46,149411.81,155359.66,161039.95,161941.03,158610.23,155592.64
"38",38202.31,39860.15,41782.41,43180.21,44506.97,46107.56,47303.29,47675.77,47851.78,47849.02,47221.35,46371.68,45849.11,45523.24,45501.66,46028.18,47358.27,49258.42,50275.99,50375.54,50425.03,51232.25,52932.99,54102.64,54577.48,55052.61,55880.35,57358.11,59485.95,62188.45,65011.88,67283.34,67570.24,65992.5,64470.73,63748.97,65692.41,71078.88,75988.95,77751.93,77799.75,78179.49,79533.04,80249.3,80231.57,80633.8,80386.88,79849.94,78819.21,76945.45,76069.52,75903.18,77611.92,81387.26,83852.72,84705.74,85549.1,87865.92,91102.29,92823.2,95576.34,101572.81,107622.97,117195.51,127718.38,128717.4,126347.51,128219.95,130292.49,130316.6,130845.17,132462.92,134732.78,137520.87,139821.83,142130.49,144670.32,147743.79,150440.53,151330.39,151131.43,149076.07,145581.96,143437.98,143552.54,146305.76,151178.34,157373.67,162962.48,163447.76,159907.36
"39",37335.63,38182.17,40085.16,41981.98,43279.89,44556.86,46157.6,47277.65,47500.09,47526.06,47449.09,46871.79,46096.93,45624.28,45323.24,45326.86,45878.23,47208.29,49184.07,50250.81,50224.68,50149.83,50932.28,52658.26,53877.87,54377.48,54953.48,56208.04,58436.69,61061.53,63611.95,65934.75,67706.61,67770.17,66268.15,64795.58,63998.56,65917.59,71354.49,76314.23,78001.27,77899.33,78305.26,79808.88,80690.15,80752.53,81135.98,80922.77,80470.32,79937.9,78416.96,76881.72,75963.68,77420.78,81320.58,83813.79,84533.05,85414.17,87732.36,91236.14,93519.12,96608.64,102255.88,107948.36,117940.98,128762.93,129769.32,127482.41,129266.67,131156.91,131058.76,131580.4,132995.51,134963.52,137824.53,140255.7,142571.38,145225.17,148257.43,150936.15,152051.1,151884.47,149726.14,146230.26,144261.76,144682.65,147873.69,153054.21,159149.92,164466.28,164909.43
"40",36872.77,37251.89,38332.29,40284.96,42106.06,43329.46,44606.47,46081.18,47001.65,47099.36,47126.24,47149.14,46596.21,45796.49,45349.18,45072.9,45076.57,45678.27,47108.35,49108.44,50100,50024.38,49924.39,50656.74,52358.03,53602.91,54228.01,55205.63,57161.18,59862.1,62384.98,64484.24,66282.31,67831.53,68071.14,66692.67,65069.26,64148.29,66092.51,71579.25,76513.58,78100.51,77974.16,78455.32,80106,81089.35,81130.89,81593.63,81490.93,81990.37,82252.48,79474.97,76984.36,76043.39,77165.21,80807.04,83119.8,84047.95,85249.46,87699.49,91556.46,94170.23,97360.13,102751.65,108339.65,118326.15,128891.35,130447.86,128675.94,130085.99,131634.99,131424.89,132011.63,133578.47,135457.64,138019.32,140197.4,142715.92,145745.45,148793.72,151493.29,152682.08,152412.32,150263.61,147015.21,145295.41,146024.09,149520.89,154654.02,160451.78,165764.7
"41",35947.51,36777.44,37377.44,38481.79,40309.28,42081.21,43329.48,44505.63,45780.34,46576.5,46699.8,46801.43,46849.16,46321.37,45546.47,45073.97,44823.26,44952.15,45653.48,47057.94,48957.99,49874.8,49749.21,49649.71,50457.3,52233.27,53528.15,54404.94,55958.56,58336.81,60960.9,63108.15,64782.46,66407.52,68082.29,68421.18,66967.04,65218.86,64248.25,66217.75,71729.52,76638.34,78150.18,77949.08,78499.12,80283.65,81307.1,81447.79,82051.71,81883.04,82087.89,82036.66,79268.54,77058.11,75969.36,76568.4,79999.06,82339.5,83588.68,85256.52,87900.68,91872.62,94551.18,97839.76,103174.16,108592.63,118471.74,129030.38,131123.2,129527.66,130330.19,131420.26,131315.15,132446.16,134343.82,136038.2,138153.28,140064.35,142914.04,146327.83,149270.91,151860.17,153124.65,152933.37,150940.95,147880.88,146386.94,147379.39,150913.79,155818,161588.11
"42",34314.97,35880.99,36902.68,37477.03,38506.72,40309.44,42056.12,43203.89,44230.08,45405.25,46201.86,46400.31,46551.52,46573.88,46021.37,45271.63,44849.22,44648.33,44827.38,45553.44,46932.71,48757.62,49599.64,49449.3,49349.68,50182.54,52033.76,53630.29,55107.88,57084.28,59410.93,61684.21,63406.76,64908.15,66608.11,68307.33,68595.98,67091.92,65318.95,64348.26,66242.19,71654.52,76614.06,78225.6,78162.02,78844.4,80535.9,81501.35,81719.87,82861.02,83276.74,82820.99,81832.57,78973.21,76948.23,75946.58,76398.7,79416.04,81536,83224.82,85668.29,88542.81,92146.16,94714.05,98360.73,104063.42,109561.57,118925.05,128987.76,131382.94,130056.13,130433.23,131033.92,131182.16,133043.65,135109.71,136379.65,138121.33,139935.27,143106.28,146802.39,149540.89,152022.45,153418.36,153372.73,151563.91,148715.61,147389.64,148394.25,151872.69,156935.85
"43",32606.26,34183.19,35956.53,37052.7,37576.69,38531.52,40309.31,41980.45,42978.29,43904.9,45030.09,45827.04,46075.51,46276.64,46323.93,45746.16,44996.88,44624.41,44448.53,44627.4,45353.42,46732.73,48557.65,49374.55,49174.12,49100.06,50058.29,52160.21,54232.83,56058.35,57958.26,59984.49,61907.82,63507.1,65133.77,66857.67,68431.65,68620.8,67091.85,65293.76,64247.88,66066.96,71530.56,76639.85,78390.38,78341.4,78903.82,80574.1,81569.2,82271.49,83778.18,83600.48,82705.98,81551.29,78549.86,76565.35,75671.3,76162.53,78840.8,80791.45,82824.07,85742.79,88793.68,92251.37,94944.33,98833.15,104623.16,110294.32,119264.96,128639.23,130958.09,129718.2,130080.53,130684.55,131198.67,133349.91,135116.21,136313.34,138038.92,139735.41,143024.85,146797.47,149536.05,152119.9,153757.14,153903.09,152227.38,149478.03,148122.15,149127.46,152881.96
"44",31341.95,32506.61,34233.14,35981.38,37027.56,37526.64,38506.75,40233.85,41729.67,42603.14,43504.99,44655.34,45527.49,45825.48,46001.51,46049.12,45521.43,44796.84,44449.62,44298.37,44452.16,45128.19,46457.58,48257.74,49074.62,48899.38,48950.83,50210.04,52737.19,55058.16,56782.35,58407.07,60133.33,61907.85,63582.76,65283.96,66957.32,68456.42,68620.77,67091.91,65218.17,64072.65,65942.61,71581.59,76854.83,78578.65,78382.47,78940.34,80636.97,81443.11,81975.76,83420.5,83310.24,82553.69,81158.05,77925.07,76011.06,75318.37,75909.46,78327.22,80384.62,82834.22,85794.11,88831.26,92333.29,94978.62,98846.97,105009.88,111050.75,119368.19,127974.25,130364.37,129321.11,129771.74,130424.16,130977,133078.23,134828.55,136243.6,138003.51,139649.77,143020.13,146708.81,149387.12,152140.6,154085.92,154443.96,152882.64,150050.06,148536.66,149742.91
"45",30443.73,31204.05,32556.76,34307.72,35955.48,36927.25,37476.68,38430.94,39957.58,41329.47,42253.38,43204.79,44355.11,45227.1,45525.24,45676,45673.65,45146.29,44496.76,44199.31,44047.86,44201.9,44877.94,46232.65,48032.39,48799.14,48674.76,49002.15,50661.63,53412.16,55631.93,57080.93,58430.84,60058.31,61958.42,63732.71,65383.55,66956.8,68406.28,68595.73,67041.21,65117.88,63997.53,65892.35,71625.49,76994.34,78653.35,78383.81,78921.81,81640.31,83653.64,83275.05,83320.15,82983.35,82276.17,80790.29,77522.18,75524.17,74931.82,75730.16,78363.57,80798.41,83066.4,85712.93,88937.8,92594.24,95164.84,98945.74,105360.58,111565.9,119752.24,128250.02,130163.78,128857.23,129540.55,130398.2,131058.91,132898.47,134477.3,136153.31,138310.86,140185.95,143203.1,146489.83,149255.6,152334.19,154551.81,154951.95,153271.56,150359.54,148881.85
"46",29789.74,30302.81,31254.48,32606.4,34206.94,35755.48,36777.68,37326.35,38130.08,39532.38,40904.74,41878.6,42880.02,44055.05,44927.17,45225.23,45376.07,45398.86,44921.46,44271.58,43924.09,43747.89,43927.16,44628.11,45932.28,47682.42,48499.57,48576.02,49228.63,51061.74,53736.52,55806.4,57105.34,58380.87,60033.6,61958.5,63707.53,65308.55,66881.99,68331.13,68445.31,66866.38,64993.15,63872.33,65763.5,71533.62,76894.16,78555.89,78280.76,78967.8,81932.06,83972.14,83475.52,83098.39,82495.1,82005.96,80619.34,77220.96,75041.58,74584.28,75911.97,78935.35,81304.75,83144.24,85617.02,89084.45,92867.4,95326.62,98910.82,105376.96,111458.48,119377.52,128105.32,129944.18,128476.42,129539.9,130591.98,131137.27,132611.24,134050.81,136195.2,138817.94,140662.11,143220.33,146238.48,149348.83,152892.29,155155.88,155270.38,153418.03,150599.35
"47",29155.92,29651.87,30353.13,31278.88,32455.6,33956.92,35555.89,36602.49,37050.71,37754.93,39157.68,40579.99,41553.44,42504.76,43655.14,44527.14,44850.49,45051.25,45124.03,44646.23,43946.36,43599.24,43447.85,43627.29,44328.15,45657.5,47457.67,48375.22,48652.12,49479.01,51336.66,53885.77,55755.61,56955.42,58281.34,60008.93,61933.38,63632.57,65208.71,66756.93,68105.66,68120.04,66592.04,64818.43,63756.1,65679,71367.73,76666.17,78359.61,78777.3,79983.42,82131.75,83840.12,83564.79,82711.55,81636.05,81214.47,80172.12,76896.31,74618.4,74234.18,75876.65,79256.38,81694.09,83244.77,85502.39,89080.03,93064.71,95424.87,98623.85,104963.2,110884.09,118743.53,127937.43,129846.34,128144.52,129350.91,130623.92,131160.23,132275.8,133664.18,136308.06,139262.96,141010.61,143157.54,146100.57,149655.67,153459.58,155511.79,155366.66,153519.63
"48",28721.17,28977.34,29652.2,30327.56,31128.49,32255.63,33756.92,35330.67,36276.89,36650.83,37380.28,38782.63,40180.11,41178.57,42180.07,43355.11,44252.41,44600.48,44776.05,44798.79,44296.19,43621.28,43299.31,43173.23,43377.35,44052.82,45357.55,47258.56,48376.14,48752.16,49553.69,51286.02,53660.24,55481,56755.94,58131.44,59808.57,61633.11,63282.58,64909.36,66481.81,67755.38,67720.08,66242.48,64618.99,63603.12,65413.98,71093.39,76413.42,78505.59,79378.7,79998.74,81567.34,83640.11,83554.5,82426.17,81134.02,80598.46,79737.92,76656.99,74470.02,74229.36,75928.58,79554.43,82154.7,83629.52,85835.73,89308.5,93217.79,95323.64,98182.74,104525.14,110246.77,118111.22,127880.98,130068.97,128289.63,129334.81,130552.84,131093.91,132197,133781.99,136492.74,139460.31,141221.21,143320.83,146461.35,150145.21,153843.07,155707.1,155499.34
