"","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
"89",504.3,526.67,510.08,472.85,477.36,495.94,478.08,488.88,513.59,511.14,526.19,556.75,568.29,550.92,539.07,560.05,593.69,623.96,655.63,676.32,688.64,720.21,779.48,845.75,909.9,936.75,955.66,1034.3,1142.5,1206.5,1226.23,1234.94,1266.67,1288.55,1282.06,1314.27,1334.12,1337.11,1401.51,1450.12,1452.37,1475.96,1508.28,1504.17,1498.32,1540.9,1624.27,1684.65,1744.55,1824.28,1841.57,1879.15,2010.79,2087.41,2109.49,2199.61,2333.8,2471.96,2549,2606.89,2637.46,2647.01,2643.72,2645.05,2695.15,2743.99,2862.44,3058.87,3446.42,3676.58,3768.47,4099.01,4410.97,4687.09,4954.07,5244.06,5491.42,5950.2,6306.13,6550.73,7122.78,7686.9,8311.91,8664.81,8904.86,9270.77,9555.06,10084.61,11763.35,13248.9,13789.4
"90",372.63,388.95,395.9,379.49,360.19,367.36,373.91,358.11,366.81,388.11,391.93,409.77,432.74,424.64,407.62,406.34,431.6,459.17,468.03,491.75,514.7,519.22,540.25,599.12,660.87,687.01,697.33,718.72,777.84,868.74,913.21,926.72,933.75,952.99,970.31,966.45,997.84,1021.16,1022.3,1072.24,1114.48,1116.95,1143.37,1155.78,1144.12,1148.38,1188.85,1245.03,1284.68,1343.19,1403.7,1405.97,1448.4,1549.32,1598.32,1625.12,1708.33,1845.31,1960.33,2027.6,2092.17,2073.32,2079.87,2104.74,2080.03,2142.2,2190.99,2269.19,2409.09,2748.78,2975.01,3052.16,3292.22,3539.15,3751.94,4014.3,4227.55,4504.35,4918.28,5194.97,5393.33,5812.03,6302.93,6876.02,7231.36,7449.25,7783.26,8013.39,8462.03,9955.12,11220.09
"91",281.87,289.99,293.49,293,284.19,273.12,275.54,278.32,264.78,278.54,301.37,305.42,316.28,326.23,317.69,305.63,306.88,325.63,343.94,348.83,365.83,379.27,384.32,411.2,458.09,498.35,513.44,516.23,532.92,590.84,652.46,682.45,711.96,716.1,724.73,732.46,726.44,761.36,770.09,761.5,806.32,842.29,845.16,858.28,863.78,863.66,879.37,900.13,940.34,976.6,1017.41,1056.01,1066.44,1106.14,1185.89,1231.65,1261.68,1341.64,1445.31,1539.44,1586.99,1624.44,1615.99,1640.24,1644.53,1611.35,1679.6,1714.97,1763.96,1885.34,2186.82,2406.62,2451.46,2623.86,2807.68,2994.52,3179.36,3366.39,3612,3966.03,4206.47,4357.61,4696.62,5097.92,5612.69,5942.77,6150.74,6414.66,6621.42,7033.1,8287.57
"92",208.4,222.04,222.1,219.64,217.21,213.38,205.81,208.73,209,203.98,216.8,229.08,232.37,243.73,249.74,241.42,233.66,232.92,242.92,255.96,260.37,268.63,277.03,284.36,307.81,333.93,359.88,376.57,383.67,399.34,428.82,475.24,527.65,548.81,538.61,538.58,534.82,537.83,569.04,569.85,557.19,591.34,625.05,634.75,637.75,634.49,647.57,659.54,674.29,697.25,712.8,749.71,786.29,796.57,836.56,903.62,938.61,978.48,1040.03,1110.39,1167.67,1204.51,1253.69,1246.59,1247.35,1260.72,1241.49,1290.55,1307.75,1356.96,1461.47,1716.39,1872.61,1888.1,2038.76,2191.27,2342.93,2510.93,2642.01,2843.12,3171.64,3311.93,3434.74,3734.97,4068.15,4489.95,4782.77,4945.82,5195.06,5355.48,5704.06
"93",144.69,159.07,166.92,163.76,158.85,158.66,156.58,152.76,151.18,153.97,152.23,158.31,170.09,174.59,180.74,184.72,181.92,178.13,169.42,174.66,188.99,186.88,186.96,193.13,207.71,213.53,229.82,260,273.32,281.48,280.06,296.27,341.16,383.37,395.57,379.33,379.38,382.72,389.26,404.12,402.39,397.32,423.72,458.44,464.3,454.86,458.08,474.81,485.45,493.77,495.12,511.24,547.69,561.9,572.56,610.55,663.02,706.92,741.15,773.5,818.14,861.65,903.84,948.7,921.02,941.19,968.03,923.9,952.55,984.96,1041.1,1109.3,1303.38,1417.69,1430.86,1540.21,1657.66,1785.43,1921.78,2031.06,2217.95,2439.97,2536.83,2657.84,2929.36,3173.41,3510.55,3752.29,3901.19,4105.95,4261.94
"94",104.22,109.39,119.99,122.61,115.49,110.31,112.37,115.04,106.47,105.14,111.96,112.47,118.81,126.81,126.61,131.76,134.24,131.15,123.65,116.17,126.7,133.52,128.42,128.04,139.92,147.58,147.33,158.71,178.63,194.91,197.85,192.22,201.06,238.46,268.81,271.19,265.67,265.15,264.46,268.42,280.88,280.46,275.24,295.39,325.26,327.59,317.36,318.33,331.02,348.92,346.33,345.8,369.82,386.56,395.02,405.99,431.82,480.77,518.22,542.82,564.28,589.01,629.67,672.04,697.6,670.81,694.56,720.26,658.23,689.79,749.95,791.23,823.8,967.82,1046.27,1069.64,1130.72,1218.45,1338.59,1448.87,1544.92,1680.33,1832.99,1910.91,2037.95,2241.31,2436.03,2682.95,2878.64,3010.24,3172.59
"95",76.56,79.28,78.37,83.93,85.61,77.93,76.08,80.63,78.04,69.45,73.43,82,83.52,85.09,90.03,93.61,93.55,92.45,88.39,81.84,79.62,86.95,88.75,85.63,89.83,97.68,101.85,100.62,109.8,125.68,138.66,137.57,127.76,137.46,163.53,180.44,183.61,179.69,177.13,181.16,186.1,192.02,192.96,184.99,202.29,225.03,216.77,206.93,214.5,234.03,244.58,238.61,242.64,259.61,270.7,275.49,279.97,304.15,349.08,380.89,391.71,391.63,413.53,457.02,485.5,505.36,480.13,499.1,508.65,472.67,498.99,553.49,577.07,611.61,711.89,777.75,787.6,823.26,878.56,960.06,1051.16,1121.22,1220.6,1332.31,1417.23,1515.08,1665.26,1798.62,1995.68,2154.56,2245.39
"96",49.69,58.32,56.09,52.39,55.23,56.83,54.69,55.64,54.97,50.25,47.26,51.48,59.52,57.07,56.64,62.82,65.19,64.66,61.3,57.23,52.21,49.95,55.12,58.59,57.76,61.73,70.14,69.68,68.9,77.03,85,88.77,85.95,82.68,92.23,106.97,115.59,121.96,117.27,112.11,119.29,123.9,126.02,123.93,121.84,134.04,145.68,142.49,137.73,140.85,154.18,164.73,161.97,164.99,176.43,187.09,187.47,188.03,216.9,252.15,264.66,267.57,274.66,289.95,316.09,344.94,370.17,341.63,341.44,366.86,333.62,361.79,379.27,394.87,425.15,497.15,530.24,557.87,592.51,626.41,698.21,753.5,780.87,870.38,958.95,1025.2,1085.38,1194.37,1293.54,1461.8,1586.38
"97",30.17,36.73,41.33,36.59,32.75,35.83,38.35,39.4,36.99,34.5,34.29,30.79,36.58,42.68,36.89,35.99,42.65,46.76,43.54,39.34,36.3,31.27,31.32,35.75,37.66,39.03,44.53,46.61,44.97,45.99,48.06,51.63,56.29,54.35,52.53,59.32,66.96,77.11,80.88,72,69.11,75.95,78.95,77.41,78.97,79.63,87.34,96.28,90.98,85.09,90.54,101.21,105.56,105.72,109.38,117.47,125.87,125.21,127.59,148.87,171.78,181.26,184.76,185.81,188.21,212.47,240.78,263.18,228.19,226.84,248.5,250.85,260.26,260.49,271.68,288.36,331.3,354.87,379.43,416.29,453.03,489.26,504.1,535.21,604.67,666.76,715.35,757.68,829.99,920.35,1034.91
"98",21.29,21.16,25.04,28.12,25.85,23.03,23.9,26.13,26.94,24.51,23.06,22.07,21.25,25.07,27.18,24.18,23.31,28.12,30.27,26.81,24.14,22.58,20.04,19.14,22.11,23.46,25.3,28.6,26.88,25.72,28.02,30.84,33.99,35.7,34.94,33.43,36.45,43.35,48.73,49.41,45.42,44.28,47.12,46.44,46.82,50.41,50.01,52.95,55.33,56.07,58.76,59.7,63.21,66,66.19,69.56,78.27,85.7,83.68,83.49,100.11,114.98,118.72,124,120.36,120.57,143.76,163.1,179.3,155.17,149.56,163.09,164.94,162.03,173.14,187.82,191.28,216.39,235.5,250.31,282.08,306.24,324.2,345.09,370.58,414.99,450.87,474.58,509.48,583.71,640.38
"99",16.57,14.82,14.41,17.56,19.86,18.85,16.8,16.43,17.38,17.95,15.75,15.34,15.88,12.87,14.9,18.2,15.7,13.69,16.73,18.83,16.84,15.7,13.85,12.08,12.44,13.71,13.51,14.16,13.97,13.21,14.35,17.13,19.94,22.59,24.78,22.03,20.04,22.91,26.09,29.56,30.71,27.63,25.07,27.5,27.5,26.1,27.95,28.21,28.09,31.35,34.98,37.15,38.84,39.37,38.87,40.88,44.08,50.89,56.26,50.07,50.53,62.91,71.15,75.29,79.06,77.52,83.17,102.93,110.88,106.02,91.56,94.86,104.72,108.67,108.89,115.95,119.13,127.32,147.93,158.36,166,179.56,197.87,224.99,241.53,252.24,273.47,292.76,314.39,342.86,385.91
"100",14.52,10.95,8.92,9.35,11.27,12.73,12.4,10.43,10.34,11.37,11.14,10.41,11.72,11.03,7.49,9.18,12.63,10.62,7.81,10.46,11.74,9.94,8.67,7.84,7.49,7.51,7.63,6.89,6.52,6.81,7.39,9.02,11.32,13.66,14.98,14.22,12.58,12.6,14.28,15.82,17.57,19.43,17.72,16.86,17.94,14.43,13.16,16.41,16,15.36,18.68,21.78,24.07,25.09,25.34,24.68,23.71,24.64,31.81,34.63,28.14,29.61,37.5,42.68,47.15,51.9,51.49,55.92,66.96,67.82,65.14,63.86,63.65,63.16,68.65,77.19,77.33,78.89,89.28,101.24,104.07,107.16,119.06,131.41,143.66,153.74,160.29,171.84,187.48,204.31,223.09
"101",11.41,10.1,7.56,6.47,6.71,7.21,8.4,8.02,6.94,7.68,7.95,7.72,7.22,7.6,7.56,5.56,6.5,9,7.2,5.65,6.15,5.88,4.86,4.05,3.99,3.88,4.06,3.72,3.26,2.93,3.08,4.43,6.08,7.71,8.04,7.38,6.57,6.82,8,8.19,8.83,11.47,14.21,12.39,10.9,10.25,7.43,7.8,9,8.96,10.45,12.83,14.32,15.09,16.1,17.65,14.99,11.8,14.86,21.45,22.14,17.88,18.68,23.72,28.63,31.32,34.1,31.78,31.85,41.18,41.57,41.27,43.36,38.7,36.98,41.82,45.89,49.94,54.61,54.26,58.59,63.35,67.59,75.62,82.94,89.93,92.94,95.04,104.32,118.6,130.54
"102",6.01,8.14,6.71,5.75,5.73,5.98,6.21,6.19,6,5.72,5.68,5.69,5.45,4.99,5.84,6.3,4.31,5.56,6.99,4.57,3.16,3.17,2.61,1.95,1.73,1.87,1.89,1.77,1.59,1.17,0.83,1.51,2.87,4.11,4.49,3.5,2.83,3.27,4.25,4.45,4.02,5.26,8.51,9.56,7.14,5.32,4.67,4.11,4.01,4.74,5.85,7.41,8.84,9.7,9.52,10.67,11.51,8.05,6.34,9.79,13.84,13.7,10.27,10.31,14.19,17.67,20.15,20.54,17.12,19.43,24.13,24.86,28.19,28.85,24.96,21.83,24.73,27.12,30.71,31.64,29.85,34.32,38.81,41.98,46.47,50.32,52.24,52.85,55.27,63.56,73.28
"103",2.47,3.88,4.99,4.96,5.5,5.24,4.46,4.46,4.95,4.49,3.97,3.46,3.43,3.72,3.47,4.88,5.31,3.77,3.39,2.75,2.03,1.71,1.11,0.81,0.57,0.51,0.74,0.58,0.56,0.42,0.06,0.05,0.75,1.83,2.31,1.85,0.87,1,1.88,2.23,2.03,1.98,3.63,5.56,4.62,2.99,2.6,2.16,2.19,2.58,2.91,3.61,5,6.01,6.48,5.29,5.16,6.94,5.55,4.34,6.06,7.77,6.86,5.12,6.27,9.32,10.43,11.94,12.7,10.15,11.33,12.49,14.47,16.95,16.63,15.31,13.9,14.28,16.43,17.68,16.47,16.81,20.56,23.53,25.11,27.34,27.94,28.24,29.42,32.37,37.72
"104",2.29,1.7,3.15,3.99,4.17,3.98,2.97,3.2,3.22,3.2,2.99,2.24,1.97,1.95,2.46,2.46,3.34,3.77,2.04,0.99,0.75,0.93,0.43,0.06,0.06,0,0.04,0.06,0,0.06,0,0,0,0.51,0.98,0.82,0.37,0,0.44,0.77,0.86,0.9,1.15,2.11,2.94,2.62,1.47,0.36,0.68,1.45,1.11,1.43,2.52,3.16,3.15,2.94,1.94,2.82,4.87,3.44,2.84,4.02,4.67,4.61,3.97,4.44,5.15,6.32,8.93,8.92,6.45,5.96,6.57,7.53,8.99,8.79,6.18,6.46,8.69,8.23,8.62,8.82,9.71,12.03,13.55,14.33,14.52,14.2,14.83,16.56,18.35
"105",1.96,1.55,1.19,2.43,2.74,2.47,2.24,1.97,1.97,1.97,1.97,1.49,0.97,1,1.2,0.98,0.96,2.16,2.26,0.78,0,0.19,0.15,0,0,0,0,0,0,0,0,0,0,0,0.19,0.16,0.05,0,0,0.05,0.05,0.34,0.75,0.75,1.03,1.44,1.17,0.42,0,0.34,0.75,0.74,0.7,1.02,1.11,1.43,1.48,0.41,1.33,2.55,1.52,1.73,2.54,3.14,2.88,1.78,2.58,3.3,4.49,6.02,5.19,3.69,3.69,4.23,4.83,4.75,3.2,2.31,3.73,3.69,3.57,4.27,4.83,5.49,6.66,7.38,7.25,6.92,6.84,7.79,8.96
"106",1.23,1.73,1.31,0.96,1.7,2,2,1.51,1.23,1.24,0.97,0.74,0.5,0.47,0.5,0.5,0.5,0.73,1.2,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.75,0.41,0.34,0.69,0.36,0,0,0.34,0.75,0.41,0,0.33,0.75,0.76,0.36,0,0.67,1.11,0.74,1.07,1.44,1.44,1.17,1.42,2.18,1.84,2.08,2.94,2.6,2.18,2.19,2.19,2.34,2.18,1.32,1.55,1.87,1.23,1.42,2.12,2.55,2.84,3.35,3.4,3.2,3.02,3.15,3.78
"107",1,1.23,1.73,1.31,0.73,1.46,2,1.77,1.27,1,0.77,0.5,0.5,0.27,0.23,0.24,0.23,0.5,0.5,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.36,0,0,0,0,0,0,0.34,0.36,0,0,0.33,0.75,0.42,0,0,0.34,0.36,0.33,0.75,0.75,0.69,0.75,1.08,0.72,0.33,1.41,1.47,1.07,1.11,0.69,0.36,0.33,0.5,0.54,0.63,0.36,0.19,0.46,0.91,1.13,1.28,1.3,1.2,1.21,1.16,1.12
"108",0.73,0.74,0.96,1.73,1.31,0.73,1.46,1.49,0.97,0.74,0.73,0.51,0.23,0.5,0.27,0,0,0.23,0.5,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.75,0.42,0,0,0,0,0.33,0.75,0.42,0.33,0.36,0,0,0.33,0.36,0.33,0.36,0,0,0,0,0.14,0.15,0,0,0,0.05,0.2,0.31,0.31,0.19,0.2,0.3,0.16
"109",0.5,0.5,0.24,0.69,1.47,0.78,0.46,1,0.77,0.5,0.5,0.24,0,0.23,0.5,0.27,0,0,0.23,0.5,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.36,0,0,0,0,0,0.33,0.75,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110+",1.23,1.24,1,0.51,0.46,0.49,0,0.46,0.49,0.23,0.24,0,0,0,0.23,0.24,0,0,0,0.23,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
